mentor_code,mentor_name,mentee_code,mentee_name,team,overlap_years,mentor_role_abbr
399,Fisher DeBerry,218,Chuck Petersen,Air Force,2,HC
399,Fisher DeBerry,949,Richard Bell,Air Force,2,HC
399,Fisher DeBerry,338,Dick Enga,Air Force,2,HC
399,Fisher DeBerry,69,Blane Morgan,Air Force,2,HC
399,Fisher DeBerry,906,Pete Hurt,Air Force,2,HC
399,Fisher DeBerry,1135,Tom Miller,Air Force,2,HC
399,Fisher DeBerry,983,Ron Burton,Air Force,2,HC
399,Fisher DeBerry,317,Dean Campbell,Air Force,2,HC
399,Fisher DeBerry,123,Brian Knorr,Air Force,2,HC
218,Chuck Petersen,399,Fisher DeBerry,Air Force,2,OC
218,Chuck Petersen,949,Richard Bell,Air Force,2,OC
218,Chuck Petersen,338,Dick Enga,Air Force,2,OC
218,Chuck Petersen,69,Blane Morgan,Air Force,2,OC
218,Chuck Petersen,906,Pete Hurt,Air Force,2,OC
218,Chuck Petersen,1135,Tom Miller,Air Force,2,OC
218,Chuck Petersen,983,Ron Burton,Air Force,2,OC
218,Chuck Petersen,317,Dean Campbell,Air Force,2,OC
218,Chuck Petersen,123,Brian Knorr,Air Force,2,OC
949,Richard Bell,399,Fisher DeBerry,Air Force,2,DC
949,Richard Bell,218,Chuck Petersen,Air Force,2,DC
949,Richard Bell,338,Dick Enga,Air Force,2,DC
949,Richard Bell,69,Blane Morgan,Air Force,2,DC
949,Richard Bell,906,Pete Hurt,Air Force,2,DC
949,Richard Bell,1135,Tom Miller,Air Force,2,DC
949,Richard Bell,983,Ron Burton,Air Force,2,DC
949,Richard Bell,317,Dean Campbell,Air Force,2,DC
949,Richard Bell,123,Brian Knorr,Air Force,2,DC
69,Blane Morgan,983,Ron Burton,Air Force,8,OC
69,Blane Morgan,1257,Jemal Singleton,Air Force,5,OC
69,Blane Morgan,1097,Tim DeRuyter,Air Force,3,OC
69,Blane Morgan,1496,Troy Calhoun,Air Force,8,OC
69,Blane Morgan,1455,Mike Thiessen,Air Force,8,OC
69,Blane Morgan,1460,Patrick Covington,Air Force,3,OC
69,Blane Morgan,1369,Clay Hendrix,Air Force,8,OC
69,Blane Morgan,1348,Ben Miller,Air Force,8,OC
69,Blane Morgan,1363,Charlton Warren,Air Force,7,OC
69,Blane Morgan,1446,Matt Weikert,Air Force,8,OC
69,Blane Morgan,1779,Brad White,Air Force,2,OC
69,Blane Morgan,1925,John Rudzinski,Air Force,4,OC
69,Blane Morgan,1061,Steve Russ,Air Force,3,OC
69,Blane Morgan,505,Jake Moreland,Air Force,3,OC
69,Blane Morgan,2047,Jake Campbell,Air Force,3,OC
123,Brian Knorr,1100,Tim Horton,Air Force,5,DC
123,Brian Knorr,1496,Troy Calhoun,Air Force,8,DC
123,Brian Knorr,1455,Mike Thiessen,Air Force,8,DC
123,Brian Knorr,1348,Ben Miller,Air Force,3,DC
123,Brian Knorr,1925,John Rudzinski,Air Force,4,DC
123,Brian Knorr,2047,Jake Campbell,Air Force,8,DC
123,Brian Knorr,995,Ron Vanderlinden,Air Force,2,DC
123,Brian Knorr,1045,Steed Lobotzke,Air Force,8,DC
123,Brian Knorr,1969,Taylor Stubblefield,Air Force,3,DC
123,Brian Knorr,2720,Jordan Eason,Air Force,3,DC
123,Brian Knorr,2808,Chip Vaughn,Air Force,2,DC
123,Brian Knorr,2778,Alex Means,Air Force,8,DC
123,Brian Knorr,2964,Ari Confesor,Air Force,4,DC
123,Brian Knorr,1849,Nick Toth,Air Force,4,DC
123,Brian Knorr,2835,E.J. Whitlow,Air Force,2,DC
123,Brian Knorr,3414,Charlie Jackson,Air Force,4,DC
123,Brian Knorr,3415,Marc Bacote,Air Force,4,DC
123,Brian Knorr,3416,Ken Lamendola,Air Force,4,DC
123,Brian Knorr,3417,Brett Skene,Air Force,4,DC
1257,Jemal Singleton,69,Blane Morgan,Air Force,5,RG
1257,Jemal Singleton,983,Ron Burton,Air Force,5,RG
1257,Jemal Singleton,1097,Tim DeRuyter,Air Force,3,RG
1257,Jemal Singleton,1496,Troy Calhoun,Air Force,4,RG
1257,Jemal Singleton,1455,Mike Thiessen,Air Force,4,RG
1257,Jemal Singleton,1460,Patrick Covington,Air Force,3,RG
1257,Jemal Singleton,1369,Clay Hendrix,Air Force,4,RG
1257,Jemal Singleton,1348,Ben Miller,Air Force,4,RG
1257,Jemal Singleton,1363,Charlton Warren,Air Force,4,RG
1257,Jemal Singleton,1446,Matt Weikert,Air Force,4,RG
1097,Tim DeRuyter,69,Blane Morgan,Air Force,3,DC
1097,Tim DeRuyter,983,Ron Burton,Air Force,3,DC
1097,Tim DeRuyter,1257,Jemal Singleton,Air Force,3,DC
1097,Tim DeRuyter,1496,Troy Calhoun,Air Force,3,DC
1097,Tim DeRuyter,1455,Mike Thiessen,Air Force,3,DC
1097,Tim DeRuyter,1460,Patrick Covington,Air Force,3,DC
1097,Tim DeRuyter,1369,Clay Hendrix,Air Force,3,DC
1097,Tim DeRuyter,1348,Ben Miller,Air Force,3,DC
1097,Tim DeRuyter,1363,Charlton Warren,Air Force,3,DC
1097,Tim DeRuyter,1446,Matt Weikert,Air Force,3,DC
1496,Troy Calhoun,1100,Tim Horton,Air Force,5,HC
1496,Troy Calhoun,69,Blane Morgan,Air Force,8,HC
1496,Troy Calhoun,983,Ron Burton,Air Force,6,HC
1496,Troy Calhoun,123,Brian Knorr,Air Force,8,HC
1496,Troy Calhoun,1257,Jemal Singleton,Air Force,4,HC
1496,Troy Calhoun,1097,Tim DeRuyter,Air Force,3,HC
1496,Troy Calhoun,1455,Mike Thiessen,Air Force,19,HC
1496,Troy Calhoun,1460,Patrick Covington,Air Force,3,HC
1496,Troy Calhoun,1369,Clay Hendrix,Air Force,10,HC
1496,Troy Calhoun,1348,Ben Miller,Air Force,14,HC
1496,Troy Calhoun,1363,Charlton Warren,Air Force,7,HC
1496,Troy Calhoun,1446,Matt Weikert,Air Force,12,HC
1496,Troy Calhoun,1779,Brad White,Air Force,2,HC
1496,Troy Calhoun,1925,John Rudzinski,Air Force,6,HC
1496,Troy Calhoun,1061,Steve Russ,Air Force,6,HC
1496,Troy Calhoun,505,Jake Moreland,Air Force,3,HC
1496,Troy Calhoun,2047,Jake Campbell,Air Force,14,HC
1496,Troy Calhoun,995,Ron Vanderlinden,Air Force,6,HC
1496,Troy Calhoun,1096,Tim Cross,Air Force,5,HC
1496,Troy Calhoun,1045,Steed Lobotzke,Air Force,11,HC
1496,Troy Calhoun,2494,Ross Weaver,Air Force,2,HC
1496,Troy Calhoun,1969,Taylor Stubblefield,Air Force,3,HC
1496,Troy Calhoun,2720,Jordan Eason,Air Force,4,HC
1496,Troy Calhoun,2808,Chip Vaughn,Air Force,2,HC
1496,Troy Calhoun,2778,Alex Means,Air Force,8,HC
1496,Troy Calhoun,2964,Ari Confesor,Air Force,4,HC
1496,Troy Calhoun,2684,Curome Cox,Air Force,2,HC
1496,Troy Calhoun,2789,Bill Sheridan,Air Force,2,HC
1496,Troy Calhoun,2995,Delbert Cowsette,Air Force,2,HC
1496,Troy Calhoun,3118,Andre Morris,Air Force,2,HC
1496,Troy Calhoun,1849,Nick Toth,Air Force,4,HC
1496,Troy Calhoun,2835,E.J. Whitlow,Air Force,2,HC
1496,Troy Calhoun,3414,Charlie Jackson,Air Force,4,HC
1496,Troy Calhoun,3415,Marc Bacote,Air Force,4,HC
1496,Troy Calhoun,3416,Ken Lamendola,Air Force,4,HC
1496,Troy Calhoun,3417,Brett Skene,Air Force,4,HC
1455,Mike Thiessen,1100,Tim Horton,Air Force,5,OC
1455,Mike Thiessen,69,Blane Morgan,Air Force,8,OC
1455,Mike Thiessen,983,Ron Burton,Air Force,6,OC
1455,Mike Thiessen,123,Brian Knorr,Air Force,8,OC
1455,Mike Thiessen,1257,Jemal Singleton,Air Force,4,OC
1455,Mike Thiessen,1496,Troy Calhoun,Air Force,19,OC
1455,Mike Thiessen,1369,Clay Hendrix,Air Force,10,OC
1455,Mike Thiessen,1348,Ben Miller,Air Force,14,OC
1455,Mike Thiessen,1363,Charlton Warren,Air Force,7,OC
1455,Mike Thiessen,1446,Matt Weikert,Air Force,12,OC
1455,Mike Thiessen,1779,Brad White,Air Force,2,OC
1455,Mike Thiessen,1925,John Rudzinski,Air Force,6,OC
1455,Mike Thiessen,1061,Steve Russ,Air Force,6,OC
1455,Mike Thiessen,505,Jake Moreland,Air Force,3,OC
1455,Mike Thiessen,2047,Jake Campbell,Air Force,14,OC
1455,Mike Thiessen,995,Ron Vanderlinden,Air Force,6,OC
1455,Mike Thiessen,1096,Tim Cross,Air Force,5,OC
1455,Mike Thiessen,1045,Steed Lobotzke,Air Force,11,OC
1455,Mike Thiessen,2494,Ross Weaver,Air Force,2,OC
1455,Mike Thiessen,1969,Taylor Stubblefield,Air Force,3,OC
1455,Mike Thiessen,2720,Jordan Eason,Air Force,4,OC
1455,Mike Thiessen,2808,Chip Vaughn,Air Force,2,OC
1455,Mike Thiessen,2778,Alex Means,Air Force,8,OC
1455,Mike Thiessen,2964,Ari Confesor,Air Force,4,OC
1455,Mike Thiessen,2684,Curome Cox,Air Force,2,OC
1455,Mike Thiessen,2789,Bill Sheridan,Air Force,2,OC
1455,Mike Thiessen,2995,Delbert Cowsette,Air Force,2,OC
1455,Mike Thiessen,3118,Andre Morris,Air Force,2,OC
1455,Mike Thiessen,1849,Nick Toth,Air Force,4,OC
1455,Mike Thiessen,2835,E.J. Whitlow,Air Force,2,OC
1455,Mike Thiessen,3414,Charlie Jackson,Air Force,4,OC
1455,Mike Thiessen,3415,Marc Bacote,Air Force,4,OC
1455,Mike Thiessen,3416,Ken Lamendola,Air Force,4,OC
1455,Mike Thiessen,3417,Brett Skene,Air Force,4,OC
1369,Clay Hendrix,69,Blane Morgan,Air Force,8,OC
1369,Clay Hendrix,983,Ron Burton,Air Force,6,OC
1369,Clay Hendrix,1257,Jemal Singleton,Air Force,4,OC
1369,Clay Hendrix,1097,Tim DeRuyter,Air Force,3,OC
1369,Clay Hendrix,1496,Troy Calhoun,Air Force,10,OC
1369,Clay Hendrix,1455,Mike Thiessen,Air Force,10,OC
1369,Clay Hendrix,1460,Patrick Covington,Air Force,3,OC
1369,Clay Hendrix,1348,Ben Miller,Air Force,10,OC
1369,Clay Hendrix,1363,Charlton Warren,Air Force,7,OC
1369,Clay Hendrix,1446,Matt Weikert,Air Force,10,OC
1369,Clay Hendrix,1779,Brad White,Air Force,2,OC
1369,Clay Hendrix,1925,John Rudzinski,Air Force,6,OC
1369,Clay Hendrix,1061,Steve Russ,Air Force,5,OC
1369,Clay Hendrix,505,Jake Moreland,Air Force,3,OC
1369,Clay Hendrix,2047,Jake Campbell,Air Force,5,OC
1363,Charlton Warren,69,Blane Morgan,Air Force,7,DC
1363,Charlton Warren,983,Ron Burton,Air Force,6,DC
1363,Charlton Warren,1257,Jemal Singleton,Air Force,4,DC
1363,Charlton Warren,1097,Tim DeRuyter,Air Force,3,DC
1363,Charlton Warren,1496,Troy Calhoun,Air Force,7,DC
1363,Charlton Warren,1455,Mike Thiessen,Air Force,7,DC
1363,Charlton Warren,1460,Patrick Covington,Air Force,3,DC
1363,Charlton Warren,1369,Clay Hendrix,Air Force,7,DC
1363,Charlton Warren,1348,Ben Miller,Air Force,7,DC
1363,Charlton Warren,1446,Matt Weikert,Air Force,7,DC
1363,Charlton Warren,1779,Brad White,Air Force,2,DC
1363,Charlton Warren,1925,John Rudzinski,Air Force,3,DC
1363,Charlton Warren,1061,Steve Russ,Air Force,2,DC
1363,Charlton Warren,505,Jake Moreland,Air Force,2,DC
1363,Charlton Warren,2047,Jake Campbell,Air Force,2,DC
1925,John Rudzinski,123,Brian Knorr,Air Force,4,DC
1925,John Rudzinski,1496,Troy Calhoun,Air Force,6,DC
1925,John Rudzinski,1455,Mike Thiessen,Air Force,6,DC
1925,John Rudzinski,1348,Ben Miller,Air Force,6,DC
1925,John Rudzinski,2047,Jake Campbell,Air Force,5,DC
1925,John Rudzinski,995,Ron Vanderlinden,Air Force,3,DC
1925,John Rudzinski,1045,Steed Lobotzke,Air Force,4,DC
1925,John Rudzinski,2720,Jordan Eason,Air Force,3,DC
1925,John Rudzinski,2808,Chip Vaughn,Air Force,2,DC
1925,John Rudzinski,2778,Alex Means,Air Force,4,DC
1925,John Rudzinski,2964,Ari Confesor,Air Force,3,DC
1925,John Rudzinski,2684,Curome Cox,Air Force,2,DC
1925,John Rudzinski,2789,Bill Sheridan,Air Force,2,DC
1925,John Rudzinski,2995,Delbert Cowsette,Air Force,2,DC
1925,John Rudzinski,3118,Andre Morris,Air Force,2,DC
1061,Steve Russ,69,Blane Morgan,Air Force,3,DC
1061,Steve Russ,1496,Troy Calhoun,Air Force,6,DC
1061,Steve Russ,1455,Mike Thiessen,Air Force,6,DC
1061,Steve Russ,1369,Clay Hendrix,Air Force,5,DC
1061,Steve Russ,1348,Ben Miller,Air Force,6,DC
1061,Steve Russ,1363,Charlton Warren,Air Force,2,DC
1061,Steve Russ,1446,Matt Weikert,Air Force,6,DC
1061,Steve Russ,1925,John Rudzinski,Air Force,5,DC
1061,Steve Russ,505,Jake Moreland,Air Force,3,DC
1061,Steve Russ,2047,Jake Campbell,Air Force,6,DC
1061,Steve Russ,995,Ron Vanderlinden,Air Force,4,DC
1061,Steve Russ,1096,Tim Cross,Air Force,4,DC
1061,Steve Russ,1045,Steed Lobotzke,Air Force,3,DC
1061,Steve Russ,2494,Ross Weaver,Air Force,2,DC
498,J.D. Brookhart,579,Jim Pry,Akron,2,HC
498,J.D. Brookhart,566,Jim Fleming,Akron,5,HC
498,J.D. Brookhart,116,Brian Callahan,Akron,5,HC
498,J.D. Brookhart,780,Mark Nori,Akron,2,HC
498,J.D. Brookhart,2,Aaron Alford,Akron,2,HC
498,J.D. Brookhart,600,Joe Moorhead,Akron,4,HC
498,J.D. Brookhart,40,Bill Bleil,Akron,4,HC
498,J.D. Brookhart,1224,Dana Chambers,Akron,4,HC
498,J.D. Brookhart,1290,Mike Dawson,Akron,3,HC
498,J.D. Brookhart,1465,Reno Ferri,Akron,3,HC
498,J.D. Brookhart,1447,Mauro Monz,Akron,3,HC
498,J.D. Brookhart,1390,Emmanuel McDaniel,Akron,3,HC
579,Jim Pry,498,J.D. Brookhart,Akron,2,OC
579,Jim Pry,566,Jim Fleming,Akron,2,OC
579,Jim Pry,116,Brian Callahan,Akron,2,OC
579,Jim Pry,780,Mark Nori,Akron,2,OC
579,Jim Pry,2,Aaron Alford,Akron,2,OC
579,Jim Pry,600,Joe Moorhead,Akron,2,OC
579,Jim Pry,40,Bill Bleil,Akron,2,OC
566,Jim Fleming,498,J.D. Brookhart,Akron,5,DC
566,Jim Fleming,579,Jim Pry,Akron,2,DC
566,Jim Fleming,116,Brian Callahan,Akron,5,DC
566,Jim Fleming,780,Mark Nori,Akron,2,DC
566,Jim Fleming,2,Aaron Alford,Akron,2,DC
566,Jim Fleming,600,Joe Moorhead,Akron,4,DC
566,Jim Fleming,40,Bill Bleil,Akron,4,DC
566,Jim Fleming,1224,Dana Chambers,Akron,4,DC
566,Jim Fleming,1290,Mike Dawson,Akron,3,DC
566,Jim Fleming,1465,Reno Ferri,Akron,3,DC
566,Jim Fleming,1447,Mauro Monz,Akron,3,DC
566,Jim Fleming,1390,Emmanuel McDaniel,Akron,3,DC
116,Brian Callahan,498,J.D. Brookhart,Akron,5,RG
116,Brian Callahan,579,Jim Pry,Akron,2,RG
116,Brian Callahan,566,Jim Fleming,Akron,5,RG
116,Brian Callahan,780,Mark Nori,Akron,2,RG
116,Brian Callahan,2,Aaron Alford,Akron,2,RG
116,Brian Callahan,600,Joe Moorhead,Akron,4,RG
116,Brian Callahan,40,Bill Bleil,Akron,4,RG
116,Brian Callahan,1224,Dana Chambers,Akron,4,RG
116,Brian Callahan,1290,Mike Dawson,Akron,3,RG
600,Joe Moorhead,498,J.D. Brookhart,Akron,4,HC
600,Joe Moorhead,579,Jim Pry,Akron,2,OC
600,Joe Moorhead,566,Jim Fleming,Akron,4,OC
600,Joe Moorhead,116,Brian Callahan,Akron,4,OC
600,Joe Moorhead,780,Mark Nori,Akron,2,OC
600,Joe Moorhead,2,Aaron Alford,Akron,2,OC
600,Joe Moorhead,40,Bill Bleil,Akron,4,OC
600,Joe Moorhead,1224,Dana Chambers,Akron,3,OC
600,Joe Moorhead,1290,Mike Dawson,Akron,3,OC
600,Joe Moorhead,1465,Reno Ferri,Akron,4,HC
600,Joe Moorhead,1447,Mauro Monz,Akron,2,OC
600,Joe Moorhead,1390,Emmanuel McDaniel,Akron,2,OC
600,Joe Moorhead,1085,Terry Richardson,Akron,4,HC
600,Joe Moorhead,1329,Tim Tibesar,Akron,4,HC
600,Joe Moorhead,2433,David Gilbertson,Akron,2,HC
600,Joe Moorhead,3158,Joel Rodriguez,Akron,4,HC
600,Joe Moorhead,3418,Tre' Bell,Akron,2,HC
600,Joe Moorhead,3420,Billy Fessler,Akron,2,HC
600,Joe Moorhead,3421,Neal Renna,Akron,3,HC
600,Joe Moorhead,3422,Allen Tucker,Akron,2,HC
600,Joe Moorhead,3572,Nyeem Wartman-White,Akron,2,HC
600,Joe Moorhead,3922,Kresean Reed,Akron,2,HC
600,Joe Moorhead,3924,Michael Shuster,Akron,2,HC
600,Joe Moorhead,3755,Ryan Matviko,Akron,2,HC
631,John Latina,1179,Vince Okruch,Akron,2,OC
631,John Latina,861,Mitch Browning,Akron,2,OC
631,John Latina,964,Rob Ianello,Akron,2,OC
631,John Latina,176,Charlie Camp,Akron,2,OC
631,John Latina,1477,Ron Powlus,Akron,2,OC
631,John Latina,1806,Frisman Jackson,Akron,2,OC
631,John Latina,1819,Jim Miceli,Akron,2,OC
964,Rob Ianello,1179,Vince Okruch,Akron,2,HC
964,Rob Ianello,861,Mitch Browning,Akron,2,HC
964,Rob Ianello,631,John Latina,Akron,2,HC
964,Rob Ianello,176,Charlie Camp,Akron,2,HC
964,Rob Ianello,1477,Ron Powlus,Akron,2,HC
964,Rob Ianello,1806,Frisman Jackson,Akron,2,HC
964,Rob Ianello,1819,Jim Miceli,Akron,2,HC
532,Jeff Bowden,1122,Todd Stroud,Akron,7,PG
532,Jeff Bowden,1602,Mike Woodford,Akron,7,PG
532,Jeff Bowden,2124,Terry Bowden,Akron,7,PG
532,Jeff Bowden,1985,A.J. Milwee,Akron,7,PG
532,Jeff Bowden,2136,Trent Boykin,Akron,7,PG
532,Jeff Bowden,1951,Otis Mounds,Akron,5,PG
532,Jeff Bowden,2522,Brett Ekkens,Akron,3,PG
213,Chuck Amato,532,Jeff Bowden,Akron,6,DC
213,Chuck Amato,1122,Todd Stroud,Akron,6,DC
213,Chuck Amato,1602,Mike Woodford,Akron,6,DC
213,Chuck Amato,2124,Terry Bowden,Akron,6,DC
213,Chuck Amato,1985,A.J. Milwee,Akron,6,DC
213,Chuck Amato,2136,Trent Boykin,Akron,6,DC
213,Chuck Amato,2063,John Pont,Akron,3,DC
213,Chuck Amato,1989,Alan Arrington,Akron,2,DC
213,Chuck Amato,2123,Terrell Buckley,Akron,2,DC
213,Chuck Amato,1951,Otis Mounds,Akron,4,DC
213,Chuck Amato,2438,Eric Hickson,Akron,3,DC
213,Chuck Amato,2522,Brett Ekkens,Akron,2,DC
1122,Todd Stroud,532,Jeff Bowden,Akron,7,DC
1122,Todd Stroud,1602,Mike Woodford,Akron,7,DC
1122,Todd Stroud,2124,Terry Bowden,Akron,7,DC
1122,Todd Stroud,1985,A.J. Milwee,Akron,7,DC
1122,Todd Stroud,2136,Trent Boykin,Akron,7,DC
1122,Todd Stroud,1951,Otis Mounds,Akron,5,DC
1122,Todd Stroud,2522,Brett Ekkens,Akron,3,DC
2124,Terry Bowden,532,Jeff Bowden,Akron,7,HC
2124,Terry Bowden,213,Chuck Amato,Akron,6,HC
2124,Terry Bowden,1122,Todd Stroud,Akron,7,HC
2124,Terry Bowden,1602,Mike Woodford,Akron,7,HC
2124,Terry Bowden,1985,A.J. Milwee,Akron,7,HC
2124,Terry Bowden,2136,Trent Boykin,Akron,7,HC
2124,Terry Bowden,2063,John Pont,Akron,3,HC
2124,Terry Bowden,1989,Alan Arrington,Akron,2,HC
2124,Terry Bowden,2123,Terrell Buckley,Akron,2,HC
2124,Terry Bowden,1951,Otis Mounds,Akron,5,HC
2124,Terry Bowden,2438,Eric Hickson,Akron,3,HC
2124,Terry Bowden,2522,Brett Ekkens,Akron,3,HC
1985,A.J. Milwee,532,Jeff Bowden,Akron,7,OC
1985,A.J. Milwee,213,Chuck Amato,Akron,6,OC
1985,A.J. Milwee,1122,Todd Stroud,Akron,7,OC
1985,A.J. Milwee,1602,Mike Woodford,Akron,7,OC
1985,A.J. Milwee,2124,Terry Bowden,Akron,7,OC
1985,A.J. Milwee,2136,Trent Boykin,Akron,7,OC
1985,A.J. Milwee,2063,John Pont,Akron,3,OC
1985,A.J. Milwee,1989,Alan Arrington,Akron,2,OC
1985,A.J. Milwee,2123,Terrell Buckley,Akron,2,OC
1985,A.J. Milwee,1951,Otis Mounds,Akron,5,OC
1985,A.J. Milwee,2438,Eric Hickson,Akron,3,OC
1985,A.J. Milwee,2522,Brett Ekkens,Akron,3,OC
2136,Trent Boykin,532,Jeff Bowden,Akron,7,RG
2136,Trent Boykin,1122,Todd Stroud,Akron,7,RG
2136,Trent Boykin,1602,Mike Woodford,Akron,7,RG
2136,Trent Boykin,2124,Terry Bowden,Akron,7,RG
2136,Trent Boykin,1985,A.J. Milwee,Akron,7,RG
2136,Trent Boykin,1951,Otis Mounds,Akron,5,RG
2136,Trent Boykin,2522,Brett Ekkens,Akron,3,RG
1951,Otis Mounds,532,Jeff Bowden,Akron,5,PD
1951,Otis Mounds,1122,Todd Stroud,Akron,5,PD
1951,Otis Mounds,1602,Mike Woodford,Akron,5,PD
1951,Otis Mounds,2124,Terry Bowden,Akron,5,PD
1951,Otis Mounds,1985,A.J. Milwee,Akron,5,PD
1951,Otis Mounds,2136,Trent Boykin,Akron,5,PD
1951,Otis Mounds,2522,Brett Ekkens,Akron,3,PD
2285,Bryan Gasser,2291,Chris Hurd,Akron,3,OC
2285,Bryan Gasser,2716,Jayden Everett,Akron,2,PG
2285,Bryan Gasser,2795,Brian Cochran,Akron,3,OC
2285,Bryan Gasser,3096,Tom Arth,Akron,3,OC
2285,Bryan Gasser,3053,Matt Feeney,Akron,3,OC
2285,Bryan Gasser,3097,Tommy Zagorski,Akron,3,OC
2285,Bryan Gasser,2984,Chris Cook,Akron,2,PG
2285,Bryan Gasser,3071,Oscar Rodriguez Jr.,Akron,3,OC
2285,Bryan Gasser,3130,Deonte Gibson,Akron,2,OC
3096,Tom Arth,2291,Chris Hurd,Akron,3,HC
3096,Tom Arth,2285,Bryan Gasser,Akron,3,HC
3096,Tom Arth,2716,Jayden Everett,Akron,2,HC
3096,Tom Arth,2795,Brian Cochran,Akron,3,HC
3096,Tom Arth,3053,Matt Feeney,Akron,3,HC
3096,Tom Arth,3097,Tommy Zagorski,Akron,3,HC
3096,Tom Arth,2984,Chris Cook,Akron,2,HC
3096,Tom Arth,3071,Oscar Rodriguez Jr.,Akron,3,HC
3096,Tom Arth,3130,Deonte Gibson,Akron,2,HC
3053,Matt Feeney,2291,Chris Hurd,Akron,3,DC
3053,Matt Feeney,2285,Bryan Gasser,Akron,3,DC
3053,Matt Feeney,2716,Jayden Everett,Akron,2,DC
3053,Matt Feeney,2795,Brian Cochran,Akron,3,DC
3053,Matt Feeney,3096,Tom Arth,Akron,3,DC
3053,Matt Feeney,3097,Tommy Zagorski,Akron,3,DC
3053,Matt Feeney,2984,Chris Cook,Akron,2,DC
3053,Matt Feeney,3071,Oscar Rodriguez Jr.,Akron,3,DC
3053,Matt Feeney,3130,Deonte Gibson,Akron,2,DC
3097,Tommy Zagorski,2291,Chris Hurd,Akron,3,OC
3097,Tommy Zagorski,2285,Bryan Gasser,Akron,3,OC
3097,Tommy Zagorski,2716,Jayden Everett,Akron,2,OC
3097,Tommy Zagorski,2795,Brian Cochran,Akron,3,OC
3097,Tommy Zagorski,3096,Tom Arth,Akron,3,OC
3097,Tommy Zagorski,3053,Matt Feeney,Akron,3,OC
3097,Tommy Zagorski,2984,Chris Cook,Akron,2,OC
3097,Tommy Zagorski,3071,Oscar Rodriguez Jr.,Akron,3,OC
3097,Tommy Zagorski,3130,Deonte Gibson,Akron,2,OC
1329,Tim Tibesar,498,J.D. Brookhart,Akron,2,DC
1329,Tim Tibesar,600,Joe Moorhead,Akron,4,DC
1329,Tim Tibesar,1465,Reno Ferri,Akron,4,DC
1329,Tim Tibesar,1085,Terry Richardson,Akron,4,DC
1329,Tim Tibesar,2433,David Gilbertson,Akron,2,DC
1329,Tim Tibesar,3158,Joel Rodriguez,Akron,4,DC
1329,Tim Tibesar,3418,Tre' Bell,Akron,2,DC
1329,Tim Tibesar,3420,Billy Fessler,Akron,2,DC
1329,Tim Tibesar,3421,Neal Renna,Akron,3,DC
1329,Tim Tibesar,3422,Allen Tucker,Akron,2,DC
1329,Tim Tibesar,3572,Nyeem Wartman-White,Akron,2,DC
1329,Tim Tibesar,3922,Kresean Reed,Akron,2,DC
1329,Tim Tibesar,3924,Michael Shuster,Akron,2,DC
1329,Tim Tibesar,3755,Ryan Matviko,Akron,2,DC
2433,David Gilbertson,600,Joe Moorhead,Akron,2,PG
2433,David Gilbertson,1465,Reno Ferri,Akron,2,PG
2433,David Gilbertson,1085,Terry Richardson,Akron,2,PG
2433,David Gilbertson,1329,Tim Tibesar,Akron,2,PG
2433,David Gilbertson,3158,Joel Rodriguez,Akron,2,PG
2433,David Gilbertson,3418,Tre' Bell,Akron,2,PG
2433,David Gilbertson,3420,Billy Fessler,Akron,2,PG
2433,David Gilbertson,3421,Neal Renna,Akron,2,PG
2433,David Gilbertson,3422,Allen Tucker,Akron,2,PG
3158,Joel Rodriguez,498,J.D. Brookhart,Akron,2,RG
3158,Joel Rodriguez,600,Joe Moorhead,Akron,4,RG
3158,Joel Rodriguez,1465,Reno Ferri,Akron,4,RG
3158,Joel Rodriguez,1085,Terry Richardson,Akron,4,RG
3158,Joel Rodriguez,1329,Tim Tibesar,Akron,4,RG
3158,Joel Rodriguez,2433,David Gilbertson,Akron,2,RG
3158,Joel Rodriguez,3418,Tre' Bell,Akron,2,RG
3158,Joel Rodriguez,3420,Billy Fessler,Akron,2,RG
3158,Joel Rodriguez,3421,Neal Renna,Akron,3,RG
3158,Joel Rodriguez,3422,Allen Tucker,Akron,2,RG
3158,Joel Rodriguez,3572,Nyeem Wartman-White,Akron,2,RG
3158,Joel Rodriguez,3922,Kresean Reed,Akron,2,RG
3158,Joel Rodriguez,3924,Michael Shuster,Akron,2,RG
3158,Joel Rodriguez,3755,Ryan Matviko,Akron,2,RG
3420,Billy Fessler,600,Joe Moorhead,Akron,2,OC
3420,Billy Fessler,1465,Reno Ferri,Akron,2,OC
3420,Billy Fessler,1085,Terry Richardson,Akron,2,OC
3420,Billy Fessler,1329,Tim Tibesar,Akron,2,OC
3420,Billy Fessler,2433,David Gilbertson,Akron,2,OC
3420,Billy Fessler,3158,Joel Rodriguez,Akron,2,OC
3420,Billy Fessler,3418,Tre' Bell,Akron,2,OC
3420,Billy Fessler,3421,Neal Renna,Akron,2,OC
3420,Billy Fessler,3422,Allen Tucker,Akron,2,OC
850,Mike Shula,191,Chris Ball,Alabama,2,HC
850,Mike Shula,72,Bob Connelly,Alabama,2,HC
850,Mike Shula,179,Charlie Harbison,Alabama,2,HC
850,Mike Shula,598,Joe Kines,Alabama,2,HC
850,Mike Shula,309,David Rader,Alabama,2,HC
850,Mike Shula,299,Dave Ungerer,Alabama,2,HC
850,Mike Shula,1037,Sparky Woods,Alabama,2,HC
